Job Title,Company,Job Link,Extracted Text,index
Branch Manager - ThissamaharamaUB Finance PLC,UB Finance PLC,https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001227990&pg=index.jsp,"The job vacancy is for a Branch Manager at a financial services company. The candidate should be between 30-45 years old, preferably male, with qualifications in Marketing/Credit Management and at least 3 years of experience in a managerial capacity in the financial services sector. Responsibilities include achieving budgeted business volumes, evaluating and recommending credit files, maintaining recovery ratios, and recruiting and developing a high-performing team. Interested candidates can send their CV to careers@ubf.lk with the subject ""Branch Manager - Thissamanarama.""",294
Assistant Accountant (Female) / Accounts Executive (Female)Scooter Service Center (Pvt) Ltd,Scooter Service Center (Pvt) Ltd,https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001227986&pg=index.jsp,"The job vacancy is for an Assistant Accountant (Female) at a scooter service center. The candidate must be fully qualified in AAT, CMA, CIMA, HNDA, or part-qualified in CA Sri Lanka. They should have the ability to handle accounting and auditing functions, experience in preparing financial statements, at least 5-10 years of working experience in a similar capacity, good computer skills (MS Office and Quickbooks), good communication and leadership skills, and be below 40 years of age. For the Accounts position, the candidate should be part-qualified in ICASL, fully qualified AAT, or have an equivalent qualification in accounting, have a minimum of 3-5 years of audit or commercial working experience, be below 35 years of age, be computer literate with accounting packages, and have good communication skills.",295
Project Management ExecutiveCompany Name Withheld,Company Name Withheld,https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001227982&pg=index.jsp,"The company is seeking a Project Management Executive to join their team. The responsibilities include overseeing administrative aspects of projects, managing project budgets, maintaining project documentation, coordinating with cross-functional teams, and efficiently managing multiple projects simultaneously. Qualifications include a Bachelor's degree in Business Administration or Finance, six months internship experience, fluency in English, ability to manage documentation and financial aspects independently, and exceptional organizational and communication skills. Interested applicants can forward their CVs within 7 days to careers.hrd20244@gmail.com.",296
Manager Sales - LKHalo Flights,Halo Flights,https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001227977&pg=index.jsp,"The job vacancy is for a Sales Manager in Sri Lanka. Responsibilities include managing sales teams, proficiency in using GDS systems for outbound travel, knowledge of local travel agencies, and demonstrated leadership capabilities. Interested candidates can send their CV to hr@haloflights.co.uk.",297
Showroom Sales AssistantMotorcade (Pvt) Ltd,Motorcade (Pvt) Ltd,https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001227973&pg=index.jsp,"The job vacancy is for a Showroom Sales Assistant at Motorcade. The job requirements include excellent communication and sales skills, ability to work well in a team, and customer service experience. Responsibilities include assisting customers, maintaining showroom appearance, and processing sales transactions. Interested candidates can send their CV to the provided email address for more information.",298
Production MerchandiserNEXT Sourcing,NEXT Sourcing,https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001227969&pg=index.jsp,"The job vacancy is for a Production Merchandiser at NEXT Sourcing. The candidate should have 2 to 3 years of experience in production merchandising in the apparel industry, along with a degree or diploma in a relevant field. Responsibilities include managing critical paths with suppliers, communicating with UK teams, liaising with development and technical teams, and maintaining accurate details in the system. Strong communication skills in English, relationship management, negotiation skills, and proficiency in MS Office are required. Interested candidates can submit their resumes to Cree@nextsourcing.com within 10 working days.",299
Development MerchandiserNEXT Sourcing,NEXT Sourcing,https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001227965&pg=index.jsp,"The job vacancy is for a Development Merchandiser position. The candidate must have a minimum of 2 to 3 years of experience in product development merchandising. They should have in-depth knowledge of the apparel industry and products, as well as excellent communication skills in English. The responsibilities include optimizing resources to meet customer requirements, working with garment costing, developing fabrics and embellishments, negotiating pricing with suppliers, and ensuring timely communication with the development team. The candidate should also have strong analytical and negotiation skills, as well as the ability to effectively manage daily activities using various systems.",300
Japanese CoordinatorOutdesk BPO Services (Pvt) Ltd,Outdesk BPO Services (Pvt) Ltd,https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001227960&pg=index.jsp,"The job vacancy is for a Japanese Coordinator who must have deep knowledge of the Japanese language, specifically at the N1/N2 stage of the Japanese-Language Proficiency Test. The candidate must be able to understand complex and abstract writings, communicate orally, and commit to a long-term job opportunity. Responsibilities include working on co-creative, digital-led transformational solutions with clients across industries. Qualified and energetic candidates are encouraged to apply by sending their CV to hr@outdesk.net.",301
Senior/Student Counselor - AustraliaPFEC Global,PFEC Global,https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001227956&pg=index.jsp,"The job vacancy is for a Senior/Student Counselor in Australia. The responsibilities include being a key contact for students and parents in decision-making for studying in Australia, staying updated on higher education rules and migration processes, confidently communicating with potential clients, and providing support in documentation and visa processing. The experience required is 2-4 years as a Student Counselor in Australia, with USA counseling experience being an advantage. Knowledge of University Admissions and Visa Processing is also necessary. The educational requirement is a Diploma/Graduation from a government-approved university. The job is full-time on-site in Colombo, Sri Lanka with a competitive salary and incentives. Interested candidates can apply through the portal or by sending their updated resume to hr@pfecglobal.com.",302
Hotel Vacancies - Nuwara EliyaHotel Ashford,Hotel Ashford,https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001227950&pg=index.jsp,"The Hotel Ashford in Nuwara Eliya is seeking energetic individuals with multitasking skills to join their team. Experience in the hospitality industry, particularly in roles such as Front Office Assistant Manager, Food and Beverage Executive, Executive Chef de Partie, Restaurant Waiter, Reservation Agent, Accounts Assistant, Digital Marketing Manager, Store Keeper, Cost Controller, General Technician, Electricians, and Maintenance is preferred. Responsibilities include creating a lasting guest experience, managing various departments, and contributing to the overall success of the hotel. Interested applicants can submit their resumes to hrashfordhotel@gmail.com.",303
Sales & Marketing ExecutivesManagement & Link Placement Services (Pvt) Ltd,Management & Link Placement Services (Pvt) Ltd,https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001227945&pg=index.jsp,"The job vacancies in the telecommunication sector include positions for Sales & Marketing Executives, Technical Executives, and Coordinators. Applicants must have relevant qualifications in the respective categories with a minimum of 1 year experience. Responsibilities may include sales and marketing activities, technical support, and coordination tasks. Interested candidates can email their bio data to mips@eureka.lk or contact 0112554891 for more information.",304
Assistant Manager - PlanningAvery Dennison Lanka (Pvt) Ltd,Avery Dennison Lanka (Pvt) Ltd,https://www.topjobs.lk/employer/JobAdvertismentServlet?ac=DEFZZZ&ec=DEFZZZ&jc=0001227936&pg=index.jsp,"The job vacancy is for an Assistant Manager Planning at Avery Dennison Lanka Pvt Ltd in Biyagama, Sri Lanka. The responsibilities include coordinating with different departments, managing the planning process, analyzing data, and ensuring operational efficiency. The ideal candidate should have strong communication skills, problem-solving abilities, and a proactive attitude. Additionally, they should have a degree in a relevant field with prior experience in capacity planning. Qualified candidates are required to apply within 07 days of the advertisement by emailing their applications to lxcaroers@averydennison.com.",305
